GEOID,TOTAL_POPULATION,MEDIAN_AGE,PCT_POVERTY,PCT_HSNGCSTS_OVR_50_PCT,PCT_OVR_25_HGHSCL_CMPLT,PCT_OVR_25_BCHLRS_CMPLT,PCT_UNEMPLOYED,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,COMMUNITY_AREA_GROUP
17031222900,1051,28.2,11.8,20.4,34.6,16.4,3.9,22,LOGAN SQUARE,North
17031230100,1794,29.7,25.3,18.9,23.6,39.6,4.9,23,HUMBOLDT PARK,West
17031230200,2149,31.4,20.7,24.1,27.1,18.5,9.5,23,HUMBOLDT PARK,West
17031230300,1001,28.8,19.3,21.5,35.5,13.8,11.5,23,HUMBOLDT PARK,West
17031230400,2089,35.3,21.1,28.4,24.4,19.8,14.9,23,HUMBOLDT PARK,West
17031230500,3489,35.5,34.5,30.9,21.9,11.1,10.1,23,HUMBOLDT PARK,West
17031230600,7303,26.4,25.8,20.4,30.8,12.5,17.8,23,HUMBOLDT PARK,West
17031230700,5899,31.1,20.5,29.8,32.1,12.2,5.5,23,HUMBOLDT PARK,West
17031230800,1425,32.3,22.2,33.7,28.7,12.4,11.5,23,HUMBOLDT PARK,West
17031230900,4965,31.8,33.1,25,23.1,30,6.3,23,HUMBOLDT PARK,West
17031231100,1292,31.9,29.4,48.4,34.5,15.3,21.2,23,HUMBOLDT PARK,West
17031231200,6782,29.9,31,33.3,26.1,13.4,10.9,23,HUMBOLDT PARK,West
17031231500,5772,38.7,37.5,28.4,27.2,11,20.2,23,HUMBOLDT PARK,West
17031240200,1641,33.3,6.9,12,13.1,74.2,3.6,24,WEST TOWN,West
17031240300,1215,32.4,4.6,9.7,5.5,85,1.8,24,WEST TOWN,West
17031240500,2267,33.5,2.7,6.6,1.8,94,1.4,24,WEST TOWN,West
17031240600,1506,30.8,8.2,21.4,17.6,68.1,3.4,24,WEST TOWN,West
17031240700,1752,31,23.2,24.6,19.7,52.9,5,24,WEST TOWN,West
17031240800,1500,32.5,22.1,28.4,19.8,44.8,8.6,24,WEST TOWN,West
17031240900,928,42,28.9,26.7,18.9,34.9,4.9,24,WEST TOWN,West
17031241000,2096,31.4,28.5,21.5,14.5,46.5,4.7,24,WEST TOWN,West
17031241100,3826,29.4,23.4,20.9,13.7,61.9,5.8,24,WEST TOWN,West
17031241200,1797,32.2,7.3,12.9,6.5,68.1,1.1,24,WEST TOWN,West
17031241300,2090,30.6,14.7,18.5,9.6,75.1,3.9,24,WEST TOWN,West
17031241400,5230,30.7,10.5,18.7,3.8,76.3,1.4,24,WEST TOWN,West
17031241500,2930,30.3,12.9,8.1,2.2,81.4,2.3,24,WEST TOWN,West
17031241600,3603,29.9,11.5,10.3,6,71.8,3,24,WEST TOWN,West
17031242000,5254,29.8,17.5,12.4,6.1,66.9,3.3,24,WEST TOWN,West
17031242100,3878,30.9,8.1,5.1,8.2,79.7,3.4,24,WEST TOWN,West
17031242200,3347,31.9,6.1,15.7,5.2,81.7,2,24,WEST TOWN,West
17031242300,3306,33.6,5.5,8.6,7.7,76.8,1,24,WEST TOWN,West
17031242400,2679,32.9,10.8,8.9,8,68.9,3.3,24,WEST TOWN,West
17031242500,3282,33.6,14.3,19.5,11.9,58,4.1,24,WEST TOWN,West
17031242600,5752,31.4,17.3,15.9,16.2,58.6,3,24,WEST TOWN,West
17031242700,1669,33.4,20.6,30,17.5,38,9,24,WEST TOWN,West
17031242800,1542,34.4,5.6,9.1,18.9,57.8,5.5,24,WEST TOWN,West
17031242900,1617,34.4,3.4,15,7.7,72.5,0.5,24,WEST TOWN,West
17031243000,2274,34.8,7.1,10.9,16.3,49,5.2,24,WEST TOWN,West
17031243100,2044,33.6,7.2,20.4,4.2,70.6,2.5,24,WEST TOWN,West
17031243200,2206,31.1,11.2,15,10.4,73.4,4.2,24,WEST TOWN,West
17031243300,2375,32.4,11.6,14.1,9.3,70.7,2.1,24,WEST TOWN,West
17031243400,2742,32.8,14.5,11.1,11.8,62.6,3,24,WEST TOWN,West
17031243500,3584,31.4,7.8,12.3,7.4,77.2,8.3,24,WEST TOWN,West
17031250200,2730,32.6,15.8,33.6,37.4,13.4,14.5,25,AUSTIN,West
17031250300,5118,30,32.8,44.4,38.7,20.9,9.7,25,AUSTIN,West
17031250400,4963,35.1,26.1,33.1,27.8,13.9,16.6,25,AUSTIN,West
17031250500,7452,41.5,11.6,18.1,24.3,39.6,9.4,25,AUSTIN,West
17031250600,4120,42.2,15.3,35.3,39,16.5,11.2,25,AUSTIN,West
17031250700,5396,38.4,17.7,32.8,38.7,11.9,10.5,25,AUSTIN,West
17031250800,2427,38,33.2,42.8,38.8,8.9,14,25,AUSTIN,West
17031251000,960,30.9,19.1,43.8,54.5,7.7,17.8,25,AUSTIN,West
17031251100,4416,32.4,41.6,47.4,40,6.1,12,25,AUSTIN,West
17031251200,4487,38.3,23.9,38.1,28.9,9.7,16.9,25,AUSTIN,West
17031251300,3934,41.5,23.4,44.3,38.8,9.3,19,25,AUSTIN,West
17031251400,3951,43.4,21.9,28.8,27.1,17.1,8.1,25,AUSTIN,West
17031251500,4176,36.3,45.4,49.8,40.2,11.1,23.7,25,AUSTIN,West
17031251600,4161,30.6,32.6,33.2,34.4,13.1,6,25,AUSTIN,West
17031251700,1329,29.3,19.3,20.7,37.4,14.3,12.7,25,AUSTIN,West
17031251800,4943,27,35.8,37.6,39.4,6.2,18,25,AUSTIN,West
17031251900,4466,27.7,48.5,41.6,32.4,8.4,20.2,25,AUSTIN,West
17031252000,5556,32.7,33.5,41.2,41.5,9.6,8.8,25,AUSTIN,West
17031252101,1284,35.8,34.3,40.3,28.7,17.9,6.9,25,AUSTIN,West
17031252102,7295,31,32.5,46,41,9.1,14.5,25,AUSTIN,West
17031252201,2922,48.9,30.8,42.1,36.4,12.3,17.6,25,AUSTIN,West
17031252202,4653,33.7,38.9,32,31.3,9.4,23.8,25,AUSTIN,West
17031260100,1154,42.2,50.8,40.3,37.9,6.8,17.6,26,WEST GARFIELD PARK,West
17031260200,1067,26,31.1,35.4,30.5,6,15.7,26,WEST GARFIELD PARK,West
17031260300,1430,35.9,37.4,38.6,29.7,6.9,21.4,26,WEST GARFIELD PARK,West
17031260400,1145,36.2,31.2,24.2,32.5,4,24.4,26,WEST GARFIELD PARK,West
17031260500,1713,29.5,49.2,30.9,31.3,3.6,12.8,26,WEST GARFIELD PARK,West
17031260600,2150,25.2,51.9,39.2,31.9,3.2,26.2,26,WEST GARFIELD PARK,West
17031260700,1816,31.5,52.2,62.5,40.1,3.9,16.7,26,WEST GARFIELD PARK,West
17031260800,2659,26.9,49.6,49.4,42,7.7,17.9,26,WEST GARFIELD PARK,West
17031260900,1488,33,30.7,38.4,48.3,2.9,20.3,26,WEST GARFIELD PARK,West
17031261000,2321,32.4,28.5,34.5,34.6,8.6,10,26,WEST GARFIELD PARK,West
17031270500,1478,31,50.6,39.3,28.2,8.3,23.9,27,EAST GARFIELD PARK,West
17031271200,1263,37.7,37.5,55.6,33.6,10.3,16.9,27,EAST GARFIELD PARK,West
17031271300,1316,20.7,59.3,29.3,44.1,10.8,13.3,27,EAST GARFIELD PARK,West
17031271400,1189,30,47.2,63,41.3,19.2,16.4,27,EAST GARFIELD PARK,West
17031271500,1623,30,34.6,41.5,29.2,14.9,10.1,27,EAST GARFIELD PARK,West
17031271800,841,20.8,72.2,37.1,68,5.7,11.7,27,EAST GARFIELD PARK,West
17031280100,6447,32.9,7.6,7.7,1.3,91.4,1.9,28,NEAR WEST SIDE,West
17031280400,1760,28.7,36.8,34.1,27.9,21.5,12,28,NEAR WEST SIDE,West
17031280800,888,40.6,30.3,20.6,22.3,19.7,23.5,28,NEAR WEST SIDE,West
17031280900,991,27.6,56.3,16.8,20.5,22.2,34.7,28,NEAR WEST SIDE,West
17031281900,6018,30.1,17.9,16,5.2,90.3,4.4,28,NEAR WEST SIDE,West
17031282700,2172,34.3,22.2,21.2,23.4,39.2,15.5,28,NEAR WEST SIDE,West
17031282800,1600,27.2,21.1,24.8,12.2,61.8,8.6,28,NEAR WEST SIDE,West
17031283100,3257,25.5,35.7,32.3,11.1,64.8,9.4,28,NEAR WEST SIDE,West
17031283200,1592,29.5,21.1,29.5,14.1,72.2,7.6,28,NEAR WEST SIDE,West
17031283800,3605,32.7,21.8,22.1,12.4,57.5,12.9,28,NEAR WEST SIDE,West
17031290900,3746,27.3,44.1,28.9,38.5,10.5,36.6,29,NORTH LAWNDALE,West
17031291200,2480,23.7,45.3,40.4,32.1,16.3,22.2,29,NORTH LAWNDALE,West
17031291600,976,37.9,19.7,30,26,18,2.8,29,NORTH LAWNDALE,West
17031292200,2705,31.6,48.2,54.1,35.7,15.3,23.3,29,NORTH LAWNDALE,West
17031292400,2203,30,38.4,47.2,30,10.4,5.3,29,NORTH LAWNDALE,West
17031292500,3897,33.8,27.7,39,25.5,17.1,14.3,29,NORTH LAWNDALE,West
17031300500,2889,33.8,20.7,13.9,18.8,9.9,6.3,30,SOUTH LAWNDALE,West
17031300600,3186,31.1,24.7,32.3,23.2,15.2,10.8,30,SOUTH LAWNDALE,West
17031300700,4721,29.2,32.7,16.9,17.4,11.7,8.8,30,SOUTH LAWNDALE,West
17031300800,4070,26.6,42,32.6,25.7,5.3,10.4,30,SOUTH LAWNDALE,West
17031300900,4402,30.4,37.2,23.6,17.1,5.5,4.7,30,SOUTH LAWNDALE,West
17031301100,2423,27.7,31.7,15.8,27.1,14,9.1,30,SOUTH LAWNDALE,West
17031301200,4087,26.6,34.5,31.4,34,8,11.3,30,SOUTH LAWNDALE,West
17031301600,4881,32.3,32.8,21.1,25.7,11.7,10.7,30,SOUTH LAWNDALE,West
17031301701,3943,31.5,35.2,4,29.8,8.1,11.6,30,SOUTH LAWNDALE,West
17031301702,4387,28.2,20.2,20.9,37.4,5.3,9.6,30,SOUTH LAWNDALE,West
17031301801,3625,31.5,23.1,22,35.8,9.4,8.4,30,SOUTH LAWNDALE,West
17031301802,3509,32.5,24.3,23.4,30.5,9.2,14.3,30,SOUTH LAWNDALE,West
17031301803,5011,30.1,28.3,20.2,36.1,6.4,8,30,SOUTH LAWNDALE,West
17031310200,1652,34.2,13.9,22.4,13.2,50.1,5.7,31,LOWER WEST SIDE,West
17031310300,1803,38,21.5,21.7,14.7,39.4,12.8,31,LOWER WEST SIDE,West
17031310400,1181,31.1,10.8,11.4,12,48.9,0.7,31,LOWER WEST SIDE,West
17031310500,1495,30.8,16.2,23.2,25.9,28.6,2.1,31,LOWER WEST SIDE,West
17031310600,4432,32.6,26.2,20.9,19.6,34.4,5.7,31,LOWER WEST SIDE,West
17031310700,1460,33.9,29.6,27.5,26.1,23.1,9.9,31,LOWER WEST SIDE,West
17031310800,4219,31.6,10.7,10.5,16.7,23.9,3.9,31,LOWER WEST SIDE,West
17031310900,5391,30.6,25.6,36.1,20.3,24.3,11.1,31,LOWER WEST SIDE,West
17031320100,13379,38.1,7.5,21.9,2.4,84.3,5.3,32,LOOP,Central
17031320400,3204,21.2,10.5,11.6,1.7,90.5,10,32,LOOP,Central
17031320600,4923,32.5,14.9,11.8,4.3,80.2,5.4,32,LOOP,Central
17031330100,19889,35.3,9.1,23.5,5.2,75.2,2,33,NEAR SOUTH SIDE,Central
17031330200,3475,46.6,13.9,20.8,13.4,64,0.6,33,NEAR SOUTH SIDE,Central
17031340300,1837,48.7,33.9,30.2,26.6,18,12.8,34,ARMOUR SQUARE,South
17031340400,2031,42.5,28.4,34.1,39.8,23.6,7.4,34,ARMOUR SQUARE,South
17031340500,1712,47.7,34,25,24.8,25,11.9,34,ARMOUR SQUARE,South
17031340600,1067,27.5,61.8,13.9,24.5,9.4,44,34,ARMOUR SQUARE,South
17031350100,2251,30.5,31.1,25.5,6.6,69.7,7.8,35,DOUGLAS,South
17031350400,2021,20.8,61.4,13.8,32,5.8,34.8,35,DOUGLAS,South
17031351000,3711,39.5,29.8,21.8,14,55.3,10.7,35,DOUGLAS,South
17031351100,2213,21.9,77.1,25.6,18.4,14.8,37.3,35,DOUGLAS,South
17031351400,1836,31.3,62.9,33.7,30.7,23.3,33.4,35,DOUGLAS,South
17031351500,773,25.9,45.7,25.2,22.3,44.2,15.7,35,DOUGLAS,South
17031360200,1503,30.6,27.1,26.7,27.5,13,20.6,36,OAKLAND,South
17031380100,1983,44.8,39.4,27,12,29,23,38,GRAND BOULEVARD,South
17031380200,1703,62.3,34,21.1,21.3,35.7,5.4,38,GRAND BOULEVARD,South
17031380500,866,25.1,49.8,33.9,46.5,12,21.3,38,GRAND BOULEVARD,South
17031380700,1275,47.4,21.6,22.4,36.5,15.8,17.4,38,GRAND BOULEVARD,South
17031381200,1724,36.4,22.6,49.9,10.6,38.5,11.1,38,GRAND BOULEVARD,South
17031381400,1586,32.4,14.9,41,27.4,23.6,9.6,38,GRAND BOULEVARD,South
17031381500,375,35.7,49.3,38.7,19.4,28.8,16.6,38,GRAND BOULEVARD,South
17031381700,0,0,,0,0,0,0,38,GRAND BOULEVARD,South
17031381800,1254,37.4,23.4,21.2,11.8,39.5,3.1,38,GRAND BOULEVARD,South
17031381900,1267,38.6,21,24.9,24.1,27.7,3.4,38,GRAND BOULEVARD,South
17031390100,1570,31.7,12.4,18.4,12.3,50.6,3,39,KENWOOD,South
17031390200,1656,40.8,7.5,18.5,9.9,61.6,7,39,KENWOOD,South
17031390300,2843,34.1,38.3,25.8,16.6,35,17.8,39,KENWOOD,South
17031390400,2480,46.9,28.9,24.7,21.5,37.1,14.2,39,KENWOOD,South
17031390500,1496,39.2,19.9,29.2,8.5,70.3,5.2,39,KENWOOD,South
17031390600,1756,36.9,13,30.9,4.9,79.8,7.4,39,KENWOOD,South
17031390700,5639,36.2,17.6,23.8,8.2,69.2,6.7,39,KENWOOD,South
17031400300,1317,32.8,41,44.1,24.8,20.4,22.4,40,WASHINGTON PARK,South
17031400400,2120,31,30.5,30,34,21.4,23.1,40,WASHINGTON PARK,South
17031400500,1797,30.1,27.9,32.3,25.8,19.7,13.8,40,WASHINGTON PARK,South
17031400800,2706,32.1,45.8,38.7,39.3,15.1,18.1,40,WASHINGTON PARK,South
17031410100,2176,32.9,21.1,29.6,4.4,78.3,7.1,41,HYDE PARK,South
17031410200,1586,26.7,30.2,34.1,8.7,73.9,10,41,HYDE PARK,South
17031410500,2440,28.1,34.1,36.1,8.5,63.5,3,41,HYDE PARK,South
17031410600,2699,28.4,30.6,41.4,10.9,68.8,5.7,41,HYDE PARK,South
17031410700,2089,29.6,31.3,32.2,7.6,79.9,3.8,41,HYDE PARK,South
17031410800,3051,32.1,21.5,33.7,12,70.5,6.1,41,HYDE PARK,South
17031410900,3369,32.7,21.2,27.7,5.8,81,6.9,41,HYDE PARK,South
17031411000,3169,50.5,9.4,27.4,2.3,71,7,41,HYDE PARK,South
17031411100,2295,31.8,13,22.7,1,93.6,3.9,41,HYDE PARK,South
17031411200,1551,39.6,20,32.6,0.8,87.5,4.6,41,HYDE PARK,South
17031420100,1447,45.4,38.8,22,23.4,19.2,16.4,42,WOODLAWN,South
17031420200,1672,27.4,36.9,35,11.9,51.5,7.1,42,WOODLAWN,South
17031420300,2737,20.7,36.2,24.5,12,56.3,16.2,42,WOODLAWN,South
17031420400,1131,33.3,51,39.8,19.4,41,17.2,42,WOODLAWN,South
17031420500,1659,45,19.7,20.7,23.7,18.1,25.8,42,WOODLAWN,South
17031420600,2097,34.9,48.5,37.4,35.9,17.8,27.4,42,WOODLAWN,South
17031420700,3036,29.9,55.3,44,32.6,13.1,34.6,42,WOODLAWN,South
17031420800,2158,27.9,26.1,43,22.3,26.4,11.6,42,WOODLAWN,South
17031421200,1210,40.8,42.8,20.7,29,16.9,18.3,42,WOODLAWN,South
17031430101,3118,38.5,35.8,31.7,25.2,18.1,19.2,43,SOUTH SHORE,South
17031430102,3046,45.6,27.2,19.4,21.2,30.1,9.6,43,SOUTH SHORE,South
17031430200,4961,33.7,32.6,39.6,24.2,23.3,18.6,43,SOUTH SHORE,South
17031430300,2398,25.9,57.7,47.1,33.4,22.6,26.2,43,SOUTH SHORE,South
17031430400,2756,35.2,39.2,33.7,26.7,18,16.7,43,SOUTH SHORE,South
17031430500,3569,32.5,58.6,42.2,28.7,7.9,18.9,43,SOUTH SHORE,South
17031430600,1920,43.3,18.1,32.9,26.8,27.5,25,43,SOUTH SHORE,South
17031430700,2474,38.4,45,38.7,27.2,19.6,17.3,43,SOUTH SHORE,South
17031430800,1756,39.7,27,25.5,33.3,40.4,13.8,43,SOUTH SHORE,South
17031430900,1572,37.2,28.2,38.3,15.7,29.7,18.8,43,SOUTH SHORE,South
17031431200,2828,42.5,23.2,50.1,21.3,38.5,13.5,43,SOUTH SHORE,South
17031431301,3580,29.1,35,40.9,36,17,22.7,43,SOUTH SHORE,South
17031431302,4204,28.2,37.6,39.5,29.7,14.8,23.3,43,SOUTH SHORE,South
17031431400,6979,40.2,39.8,32.3,27.7,21.5,17,43,SOUTH SHORE,South
17031440101,4105,33,39.7,35.8,31.4,5.2,21.9,44,CHATHAM,Far Southeast
17031440102,3266,36.6,32.6,30.7,32.8,13.8,9.4,44,CHATHAM,Far Southeast
17031440201,4890,41,32.4,46.9,29.3,17,12.9,44,CHATHAM,Far Southeast
17031440202,3213,46,24.3,40.8,19.8,31.3,11.9,44,CHATHAM,Far Southeast
17031440300,4577,48.8,16.3,39.8,28.4,27.5,19.3,44,CHATHAM,Far Southeast
17031440600,1807,47,9.7,24.8,22.7,33,11.7,44,CHATHAM,Far Southeast
17031440700,1440,53.3,10,33.5,34.3,29,22,44,CHATHAM,Far Southeast
17031440800,1693,37.5,42.1,42.5,31.7,16.3,22.7,44,CHATHAM,Far Southeast
17031440900,2547,39.6,23.4,44,33.6,24.8,10.5,44,CHATHAM,Far Southeast
17031450300,3781,44.5,14.4,27.5,23.8,20.3,16,45,AVALON PARK,Far Southeast
17031460100,3424,33.6,37.5,28.3,40.4,17.5,28.5,46,SOUTH CHICAGO,Far Southeast
17031460200,2482,33.7,39.5,35.6,32.3,12.6,17.3,46,SOUTH CHICAGO,Far Southeast
17031460301,3124,26.2,34,42.1,38.2,11.5,16.9,46,SOUTH CHICAGO,Far Southeast
17031460302,3483,31.3,37.9,41.4,38.2,9,30.6,46,SOUTH CHICAGO,Far Southeast
17031460400,3374,40.3,21.5,36.9,38,15.8,12,46,SOUTH CHICAGO,Far Southeast
17031460500,5647,42.7,7.9,17.8,30.4,27.3,9.8,46,SOUTH CHICAGO,Far Southeast
17031460600,1008,34.2,19.4,32.2,40.9,12.9,18.5,46,SOUTH CHICAGO,Far Southeast
17031460700,2636,25,45.1,33.3,30.7,5.5,26,46,SOUTH CHICAGO,Far Southeast
17031461000,1313,53.6,30.9,18.9,36.5,6.7,19.8,46,SOUTH CHICAGO,Far Southeast
17031470100,2336,45.3,17.7,40.1,39.3,13.4,21.9,47,BURNSIDE,Far Southeast
17031480100,2192,49.4,6.9,23.6,23.5,26,8.6,48,CALUMET HEIGHTS,Far Southeast
17031480200,1139,50.3,15.8,21.5,13.7,24,13.8,48,CALUMET HEIGHTS,Far Southeast
17031480300,1103,48.5,24.7,34.5,22.8,30.6,17.5,48,CALUMET HEIGHTS,Far Southeast
17031480400,5584,50.2,12.5,26,22.3,26.8,8.5,48,CALUMET HEIGHTS,Far Southeast
17031480500,2938,42.3,20.7,38,36.8,21.2,12.1,48,CALUMET HEIGHTS,Far Southeast
17031490300,2340,42.1,18.9,32,18.5,37.9,7.5,49,ROSELAND,Far Southeast
17031490400,773,45.9,5.6,28.5,24.6,32.8,13.7,49,ROSELAND,Far Southeast
17031490500,2008,37.5,19.6,45.5,18.4,40.1,20.6,49,ROSELAND,Far Southeast
17031490600,1498,43.9,16.3,77.3,19.8,21.5,18.9,49,ROSELAND,Far Southeast
17031490700,2720,38.9,22.3,49.7,27.4,13.3,25.6,49,ROSELAND,Far Southeast
17031490800,4116,41.3,26.2,37.1,19.9,19.1,24.7,49,ROSELAND,Far Southeast
17031490901,3689,35.8,24.2,41.1,29,14.7,26.3,49,ROSELAND,Far Southeast
17031490902,4355,45.4,15.3,32.8,24.8,25.4,11.5,49,ROSELAND,Far Southeast
17031491000,4239,30.3,48.6,45.6,29.5,9.3,33.2,49,ROSELAND,Far Southeast
17031491100,4160,49.5,18.2,27.5,22.5,25.1,16.6,49,ROSELAND,Far Southeast
17031491200,2110,43,26.8,28.1,29.4,21.4,18.7,49,ROSELAND,Far Southeast
17031491300,2605,36.1,48.8,59.5,29.1,12.4,24.9,49,ROSELAND,Far Southeast
17031491400,3567,27.4,34.7,44.4,29.9,13.3,36.9,49,ROSELAND,Far Southeast
17031500100,3208,48.7,10.7,29.7,26,19.6,6.8,50,PULLMAN,Far Southeast
17031500200,2131,28.4,37.2,28.9,25.6,18.3,32,50,PULLMAN,Far Southeast
17031500300,1477,44.8,25.3,25.4,19,39.4,19.6,50,PULLMAN,Far Southeast
17031510100,3077,34.8,23.6,30.9,29.9,6.6,20,51,SOUTH DEERING,Far Southeast
17031510200,3321,40.1,31.8,25.7,31,23.6,17.6,51,SOUTH DEERING,Far Southeast
17031510300,5126,38.6,22.7,41.5,33,15.4,30.3,51,SOUTH DEERING,Far Southeast
17031520100,1810,37.9,13.6,33.3,32.6,12.2,10.5,52,EAST SIDE,Far Southeast
17031520200,3989,27.1,25,34.4,34.4,4.2,21.6,52,EAST SIDE,Far Southeast
17031520300,5857,28.8,27.7,38.2,30.5,9,21.2,52,EAST SIDE,Far Southeast
17031520400,4656,32.5,16.3,25.7,40.7,13.6,12.8,52,EAST SIDE,Far Southeast
17031520500,5109,34.9,11.4,24,35.1,18.2,6.9,52,EAST SIDE,Far Southeast
17031520600,2809,33.6,16.6,48.6,41.1,10.9,13.8,52,EAST SIDE,Far Southeast
17031530100,2236,35.5,26.6,23.6,34.6,7.4,18.5,53,WEST PULLMAN,Far Southeast
17031530200,3920,34.7,32.4,38.2,30.9,13.3,27,53,WEST PULLMAN,Far Southeast
17031530300,4440,40.8,21.9,38.2,26.8,15.2,27.6,53,WEST PULLMAN,Far Southeast
17031530400,2053,38.8,23.5,25,32,25.6,20.6,53,WEST PULLMAN,Far Southeast
17031530501,4644,36.3,20,20.7,42.4,20.4,14.5,53,WEST PULLMAN,Far Southeast
17031530502,1552,34.9,21.7,42.5,20.3,11.7,22.7,53,WEST PULLMAN,Far Southeast
17031530503,5973,33.6,28.8,46.1,32.7,21.1,29,53,WEST PULLMAN,Far Southeast
17031530600,2653,38.1,28.8,30.5,36.4,9.9,19,53,WEST PULLMAN,Far Southeast
17031540101,4055,22.8,52.9,25.1,28.4,2.4,31.8,54,RIVERDALE,Far Southeast
17031540102,3207,22.2,64.2,25.3,30.4,6,35.3,54,RIVERDALE,Far Southeast
17031550100,6479,40.8,25.3,31.1,41.6,14.2,7.9,55,HEGEWISCH,Far Southeast
17031550200,2726,40.4,5.5,63.7,34.7,20.7,6.7,55,HEGEWISCH,Far Southeast
17031560100,1539,43.4,9,14.9,39.6,14.8,7.4,56,GARFIELD RIDGE,Southwest
17031560200,1654,46.5,19.3,45.2,39.1,14.5,29.6,56,GARFIELD RIDGE,Southwest
17031560300,3145,37.3,13.2,22.4,31.6,16.7,15.8,56,GARFIELD RIDGE,Southwest
17031560400,1585,37,12.9,0,35.9,12.3,13.4,56,GARFIELD RIDGE,Southwest
17031560700,3726,37,12.2,14.3,34.7,13.6,11.1,56,GARFIELD RIDGE,Southwest
17031560800,5886,36.6,6.6,32.6,33.6,17.8,4.2,56,GARFIELD RIDGE,Southwest
17031560900,5341,39.9,1.5,4.2,31.5,24.8,4.7,56,GARFIELD RIDGE,Southwest
17031561000,6064,41.1,2.6,6.1,25.7,31.7,1.4,56,GARFIELD RIDGE,Southwest
17031561100,5502,38.2,4.3,16.1,33.3,26.2,6.6,56,GARFIELD RIDGE,Southwest
17031570100,1302,33.1,15.4,8,36.9,10.4,6.4,57,ARCHER HEIGHTS,Southwest
17031570200,2074,35.7,22.7,14.8,25.2,19.8,10.2,57,ARCHER HEIGHTS,Southwest
17031570300,5691,33.9,20.2,24.9,40,12.1,7.9,57,ARCHER HEIGHTS,Southwest
17031570400,1725,32,8.8,18.6,44.6,14.7,10.4,57,ARCHER HEIGHTS,Southwest
17031570500,2290,30.3,13.8,8.9,37.4,13.7,6.8,57,ARCHER HEIGHTS,Southwest
17031580100,2758,34.1,18.4,33.7,37.8,12.3,11.3,58,BRIGHTON PARK,Southwest
17031580200,3784,29.9,25.7,26.7,33.9,8.2,7.2,58,BRIGHTON PARK,Southwest
17031580300,2555,34.7,10.1,16.7,27.6,4.5,12.7,58,BRIGHTON PARK,Southwest
17031580400,4712,35.3,17.6,15,37,13.9,3,58,BRIGHTON PARK,Southwest
