GEOID,TOTAL_POPULATION,MEDIAN_AGE,PCT_POVERTY,PCT_HSNGCSTS_OVR_50_PCT,PCT_OVR_25_HGHSCL_CMPLT,PCT_OVR_25_BCHLRS_CMPLT,PCT_UNEMPLOYED,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,COMMUNITY_AREA_GROUP
17031580501,4981,30.6,25.5,19.5,42.1,8.8,10.6,58,BRIGHTON PARK,Southwest
17031580502,5581,33.9,21.2,20,38,10,9.5,58,BRIGHTON PARK,Southwest
17031580600,5174,28.3,17.6,12.7,27.2,13.1,15.7,58,BRIGHTON PARK,Southwest
17031580700,6238,28.1,18.1,16.5,35.2,9.5,12,58,BRIGHTON PARK,Southwest
17031580800,2213,30.1,16.4,11.8,36,6.6,13.8,58,BRIGHTON PARK,Southwest
17031590500,1842,39.5,21.4,23.2,34.9,15.9,13.7,59,MCKINLEY PARK,Southwest
17031590600,3678,30.9,18.3,28.3,31.9,16,13.4,59,MCKINLEY PARK,Southwest
17031590700,3393,30.6,29.7,29.9,29.8,22,7.1,59,MCKINLEY PARK,Southwest
17031600400,4413,37.1,28.3,34.6,31.4,23,12.4,60,BRIDGEPORT,South
17031600600,3125,39.4,16.6,26.9,28.6,15.3,7.3,60,BRIDGEPORT,South
17031600700,2579,41.2,17.9,37.7,27.5,21.6,14.7,60,BRIDGEPORT,South
17031600900,3466,36.3,11.2,13.4,28.9,31.8,6.2,60,BRIDGEPORT,South
17031610300,5941,25,29.5,28.8,24.1,10.7,13.1,61,NEW CITY,Southwest
17031610400,1981,25.8,41.9,21.4,30.2,8.1,17.9,61,NEW CITY,Southwest
17031610800,1509,35.8,7.6,19.1,51.4,16,10,61,NEW CITY,Southwest
17031611000,891,35.2,46.6,35.6,35.6,9.7,20.4,61,NEW CITY,Southwest
17031611100,2326,27.8,33.6,23,54.8,2.3,21.5,61,NEW CITY,Southwest
17031611200,2496,27.8,36.2,23.7,64.9,5.5,12.3,61,NEW CITY,Southwest
17031611300,2521,29.4,25.8,14.9,52.8,3.5,17.3,61,NEW CITY,Southwest
17031611400,3060,29.6,35.5,23.5,41.3,3.1,12.3,61,NEW CITY,Southwest
17031611500,3362,29.3,38.1,20.8,60.2,3.4,15.1,61,NEW CITY,Southwest
17031611600,1608,33.1,22.5,5.5,62.8,1,22,61,NEW CITY,Southwest
17031611700,1706,32.5,45,32.3,53.7,4.3,26.1,61,NEW CITY,Southwest
17031611800,2390,35.6,22.5,11,54.9,1,25.8,61,NEW CITY,Southwest
17031611900,1729,29.2,42.5,23,56.7,3.4,20.9,61,NEW CITY,Southwest
17031612000,1373,36.1,16.5,31.9,49.1,7.3,32.6,61,NEW CITY,Southwest
17031612100,1042,36.4,24.9,38.3,46.4,9.8,26.4,61,NEW CITY,Southwest
17031620100,4819,34.4,13.7,7.2,38,13.1,11.8,62,WEST ELSDON,Southwest
17031620200,2230,37.3,7.5,22.5,32.5,15.4,7.1,62,WEST ELSDON,Southwest
17031620300,7784,30,12.3,17.7,36.7,12.1,15.9,62,WEST ELSDON,Southwest
17031620400,4503,30.1,7.5,29.6,37.9,10.4,5.6,62,WEST ELSDON,Southwest
17031630100,950,30,25.1,20.7,48.9,6.6,16.3,63,GAGE PARK,Southwest
17031630200,2045,28.4,26.4,12.6,41.9,7.4,10.8,63,GAGE PARK,Southwest
17031630300,5474,27.6,10.2,25.6,40.2,11.5,11.7,63,GAGE PARK,Southwest
17031630400,6829,27,24.3,28.5,40.5,3.8,15.5,63,GAGE PARK,Southwest
17031630500,6098,28.3,21.8,16.1,43.6,5.8,7.9,63,GAGE PARK,Southwest
17031630800,7111,28.7,12.7,12.7,37.7,8.3,13,63,GAGE PARK,Southwest
17031630900,5290,28.7,13.3,21.4,41.4,3.1,14.3,63,GAGE PARK,Southwest
17031640100,1472,35.1,10,15,44.1,13.7,5.6,64,CLEARING,Southwest
17031640300,7157,33.2,4,15.5,34,17.6,7.9,64,CLEARING,Southwest
17031640400,3701,38,4.8,10.1,47.5,16.6,6.1,64,CLEARING,Southwest
17031640500,3970,39.7,3.2,18.5,33.4,22.6,3,64,CLEARING,Southwest
17031640600,4022,38.9,21.9,24.8,34.2,16.7,16.2,64,CLEARING,Southwest
17031640700,3608,33.8,17,30.5,42,11.5,11.2,64,CLEARING,Southwest
17031640800,1805,31.5,12.5,14.8,38.5,17.9,17.1,64,CLEARING,Southwest
17031650100,4415,31.3,18.5,11.6,40.2,5.9,13,65,WEST LAWN,Southwest
17031650200,7211,33.7,16.3,13.5,46.1,12.2,14.3,65,WEST LAWN,Southwest
17031650301,5276,33.9,5.2,20.7,33.3,15.1,10.9,65,WEST LAWN,Southwest
17031650302,4195,30.2,17.5,17.6,32.3,12.3,9.6,65,WEST LAWN,Southwest
17031650400,6530,28.9,15.7,36.7,37.1,10.5,17.5,65,WEST LAWN,Southwest
17031650500,4549,34.3,11.6,46,33.6,12.6,10,65,WEST LAWN,Southwest
17031660301,1507,28.3,32.8,37.1,53.6,3.3,32.2,66,CHICAGO LAWN,Southwest
17031660302,5020,32.3,24.6,34.4,42.7,9.2,19,66,CHICAGO LAWN,Southwest
17031660400,6034,29.5,12.9,18.8,37.1,9.4,13.9,66,CHICAGO LAWN,Southwest
17031660500,4720,28.8,26.9,29.8,49.5,6.4,13.2,66,CHICAGO LAWN,Southwest
17031660600,5845,32.9,31.7,35.4,39.7,5.7,29.2,66,CHICAGO LAWN,Southwest
17031660700,1666,45.5,24.5,21.7,35.5,6.9,24.6,66,CHICAGO LAWN,Southwest
17031660800,4887,31.3,19.1,23,35.2,7.9,16.3,66,CHICAGO LAWN,Southwest
17031660900,4694,33.9,36,50,40.1,6.6,30.1,66,CHICAGO LAWN,Southwest
17031661000,5157,35.9,25.9,64.4,43.4,14.1,33.5,66,CHICAGO LAWN,Southwest
17031661100,6851,31.8,13.8,42.9,37.2,8.8,15.6,66,CHICAGO LAWN,Southwest
17031670100,944,45.8,27,19.9,33.5,10,25.9,67,WEST ENGLEWOOD,Southwest
17031670200,884,35,51.7,34.6,38.5,7.3,29.6,67,WEST ENGLEWOOD,Southwest
17031670300,1126,42,39.6,40.9,36.9,11.6,24.9,67,WEST ENGLEWOOD,Southwest
17031670400,1656,36.6,34.4,39.9,46.5,6.8,32.6,67,WEST ENGLEWOOD,Southwest
17031670500,1047,37.6,25.8,45.4,48.5,5.3,26.3,67,WEST ENGLEWOOD,Southwest
17031670600,1050,42.1,31.6,17.3,38.3,6.1,36.1,67,WEST ENGLEWOOD,Southwest
17031670700,1072,34.7,33.8,32.7,53.3,2.5,21.3,67,WEST ENGLEWOOD,Southwest
17031670800,1263,42,33.7,31.7,42.5,11,18.8,67,WEST ENGLEWOOD,Southwest
17031670900,1457,32.7,32.9,39.3,34.3,29.3,23.8,67,WEST ENGLEWOOD,Southwest
17031671100,1044,26.7,48.1,31.5,38.9,14,22.3,67,WEST ENGLEWOOD,Southwest
17031671200,939,35.9,42.7,38.1,50.8,2.8,30.4,67,WEST ENGLEWOOD,Southwest
17031671300,1905,40.6,24.6,29.1,49.9,7.8,31,67,WEST ENGLEWOOD,Southwest
17031671400,1394,41,42.8,46.7,51.1,3.1,45.4,67,WEST ENGLEWOOD,Southwest
17031671500,2343,41.3,30.7,37.9,48,4.2,27.9,67,WEST ENGLEWOOD,Southwest
17031671600,2016,43.9,25.9,41,41.6,2.2,37.5,67,WEST ENGLEWOOD,Southwest
17031671800,1256,35.2,35,17.7,39.7,9.4,30.2,67,WEST ENGLEWOOD,Southwest
17031671900,1162,38.9,18.2,4.9,39.4,10.1,17.8,67,WEST ENGLEWOOD,Southwest
17031672000,4064,40.8,21.4,46.5,41.8,15.8,34.8,67,WEST ENGLEWOOD,Southwest
17031680500,1333,34.3,44.9,36.3,43.2,7.5,30.1,68,ENGLEWOOD,Southwest
17031680600,1308,31.4,53.4,31.7,39.3,11.5,31.7,68,ENGLEWOOD,Southwest
17031680900,3430,40.9,37.9,31.2,38.2,9,28.5,68,ENGLEWOOD,Southwest
17031681000,2641,41.5,46.3,46.2,31.2,7.9,16.9,68,ENGLEWOOD,Southwest
17031681100,2910,29.4,43.8,54.3,33.1,8.8,34.3,68,ENGLEWOOD,Southwest
17031681200,2511,24.7,39.2,39.2,36.3,9.5,27.1,68,ENGLEWOOD,Southwest
17031681300,2279,28.4,40.1,44.3,28.7,8.9,31.8,68,ENGLEWOOD,Southwest
17031681400,2433,38.2,28.6,21.1,27.9,7.3,20.5,68,ENGLEWOOD,Southwest
17031690300,2454,35.3,59.3,39.6,29.6,8.9,19.3,69,GREATER GRAND CROSSING,South
17031690400,3031,40,39.4,47.4,17.1,14.4,14.3,69,GREATER GRAND CROSSING,South
17031690500,624,37.4,43.3,39.9,27.8,15.7,23.4,69,GREATER GRAND CROSSING,South
17031690900,4229,32.6,35.8,38.1,21.6,21.4,17.8,69,GREATER GRAND CROSSING,South
17031691000,2550,42.9,17.7,47,23.1,27.5,18.7,69,GREATER GRAND CROSSING,South
17031691100,2993,34.9,48,45.9,36.3,11.7,26,69,GREATER GRAND CROSSING,South
17031691200,2969,31.2,37.3,21.9,26.3,12.6,22.7,69,GREATER GRAND CROSSING,South
17031691300,2707,43.8,24.2,31.3,35,24.9,27.6,69,GREATER GRAND CROSSING,South
17031691400,2901,39.6,20.1,37.5,32.7,19.8,11,69,GREATER GRAND CROSSING,South
17031691500,1939,34.6,42.1,39.9,35.8,10.5,35.3,69,GREATER GRAND CROSSING,South
17031700100,3552,33.9,15.8,46.1,29.5,16.3,7.4,70,ASHBURN,Far Southwest
17031700200,6638,33.2,9.7,15.1,34.9,17.5,12.6,70,ASHBURN,Far Southwest
17031700301,6389,33,8.8,12.3,37.1,13.2,9.6,70,ASHBURN,Far Southwest
17031700302,5899,35.7,4.5,23,34.6,17.9,10.9,70,ASHBURN,Far Southwest
17031700401,6643,31.6,16.7,44.7,28,22.1,12.6,70,ASHBURN,Far Southwest
17031700402,4498,35,25.1,50.3,31,23.3,18.3,70,ASHBURN,Far Southwest
17031700501,6994,46.5,6.3,33.2,31.4,25,9.3,70,ASHBURN,Far Southwest
17031700502,3373,40.6,8.3,0,18.7,30.5,16.7,70,ASHBURN,Far Southwest
17031710100,1097,38.4,49.4,25.7,32.9,10.1,25.6,71,AUBURN GRESHAM,Far Southwest
17031710200,4329,34.7,28.2,26.2,34.2,10.3,18.2,71,AUBURN GRESHAM,Far Southwest
17031710300,1471,36.1,34.2,34.1,21.9,12.1,31.3,71,AUBURN GRESHAM,Far Southwest
17031710400,5514,39.3,28.9,33.4,30.6,10.3,22.2,71,AUBURN GRESHAM,Far Southwest
17031710500,4283,37.3,25.4,35.3,34,16.3,17.5,71,AUBURN GRESHAM,Far Southwest
17031710600,1767,30.5,29.4,37.7,39.3,11,14.9,71,AUBURN GRESHAM,Far Southwest
17031710700,2778,53.1,18.3,26.8,39,6.9,15.3,71,AUBURN GRESHAM,Far Southwest
17031710800,4741,44.8,24.5,41.9,22.5,24.6,20.4,71,AUBURN GRESHAM,Far Southwest
17031710900,2018,36.6,37.8,29.9,29.1,18.7,21.6,71,AUBURN GRESHAM,Far Southwest
17031711000,3012,50.9,34.2,28.2,33.6,13.9,17.8,71,AUBURN GRESHAM,Far Southwest
17031711100,2310,46.1,7.5,39.2,30.8,11.6,16.3,71,AUBURN GRESHAM,Far Southwest
17031711200,5007,44.2,17.5,41.2,27.6,22.6,12.1,71,AUBURN GRESHAM,Far Southwest
17031711300,1794,42.1,23.9,25.2,25.8,11.8,28.7,71,AUBURN GRESHAM,Far Southwest
17031711400,2591,37,29.4,41.2,41.3,12.2,12.9,71,AUBURN GRESHAM,Far Southwest
17031711500,2559,40.8,25.9,55.9,31.6,14.9,20.9,71,AUBURN GRESHAM,Far Southwest
17031720100,3409,46.6,0.3,0,9.5,67.4,4,72,BEVERLY,Far Southwest
17031720200,4047,44.5,10,17.2,16.1,45.9,3.5,72,BEVERLY,Far Southwest
17031720300,4100,45.3,5.3,42.9,14.6,59.5,4.6,72,BEVERLY,Far Southwest
17031720400,1963,37.3,2.1,0,16.3,47,5.1,72,BEVERLY,Far Southwest
17031720500,2101,41.1,1.7,10.7,10.8,63.1,2.2,72,BEVERLY,Far Southwest
17031720600,1751,45.1,2.4,0,7.8,66.2,5.4,72,BEVERLY,Far Southwest
17031720700,3066,39,5.5,6.6,14.8,48.1,5.8,72,BEVERLY,Far Southwest
17031730100,2695,40.6,12.2,24.4,22.9,31.6,24.2,73,WASHINGTON HEIGHTS,Far Southwest
17031730201,5708,41.7,28.9,40.6,34.9,18.6,21.3,73,WASHINGTON HEIGHTS,Far Southwest
17031730202,3550,42.4,11.9,16,29.7,21.8,18.5,73,WASHINGTON HEIGHTS,Far Southwest
17031730300,1137,36.5,15.3,35.6,30.9,16.6,13.9,73,WASHINGTON HEIGHTS,Far Southwest
17031730400,4067,37.9,13,58,25.7,28.4,8.4,73,WASHINGTON HEIGHTS,Far Southwest
17031730500,4359,41,19.9,60.8,28.8,18.7,22.1,73,WASHINGTON HEIGHTS,Far Southwest
17031730600,3559,43.6,30.7,36.6,30.9,26.1,15.1,73,WASHINGTON HEIGHTS,Far Southwest
17031730700,2279,41.4,21.4,41.2,27,23.4,20.7,73,WASHINGTON HEIGHTS,Far Southwest
17031740100,3182,35.8,3.6,15.9,26.3,27.5,4.1,74,MOUNT GREENWOOD,Far Southwest
17031740200,6661,37.1,5.8,50.9,24.5,42.1,2.7,74,MOUNT GREENWOOD,Far Southwest
17031740300,4947,40.1,2.7,0,18.7,42.1,3.5,74,MOUNT GREENWOOD,Far Southwest
17031740400,4552,38,3.8,5.3,24.1,40.4,4.6,74,MOUNT GREENWOOD,Far Southwest
17031750100,3814,45.1,19.4,7.2,37.7,21.8,19.6,75,MORGAN PARK,Far Southwest
17031750200,2778,46.5,10.8,32.6,11,60.8,4.1,75,MORGAN PARK,Far Southwest
17031750300,2494,41.2,3.9,24.6,16.8,56.4,5.4,75,MORGAN PARK,Far Southwest
17031750400,3032,42.8,5.4,26.4,16.4,49.4,8.1,75,MORGAN PARK,Far Southwest
17031750500,5893,44,24.4,30.7,22,32.2,15.2,75,MORGAN PARK,Far Southwest
17031750600,3663,41.3,36.9,48.3,24.2,18.8,12.4,75,MORGAN PARK,Far Southwest
17031760801,4298,32.9,10.8,22.4,14.9,53.4,6.9,76,OHARE,Far North
17031760802,2544,46.5,12.9,35.6,25.1,34.4,5.8,76,OHARE,Far North
17031760803,5707,38.3,15,28.8,26.8,26.8,7.8,76,OHARE,Far North
17031830500,4959,28.3,31.1,29.8,22,4.6,9.6,30,SOUTH LAWNDALE,West
17031830600,4861,32.6,23.2,17.3,26.5,38.5,8,1,ROGERS PARK,Far North
17031830700,3693,37.7,25,20.5,14.7,43,7.2,3,UPTOWN,Far North
17031830800,2512,32.9,6.1,11.1,9.3,69.3,6,4,LINCOLN SQUARE,Far North
17031830900,3089,33.3,5.5,13.2,9.1,62.6,1.4,22,LOGAN SQUARE,North
17031831000,2195,35.2,0.7,7.2,2.8,89.9,1.8,22,LOGAN SQUARE,North
17031831100,7891,33,10.2,11.1,21,29.8,4.4,21,AVONDALE,North
17031831200,4838,34.1,20.9,34.9,25.9,16.4,6.2,20,HERMOSA,Northwest
17031831300,1047,40.6,20.9,12.3,31.2,12.5,9.3,25,AUSTIN,West
17031831400,2976,36.7,23.9,37.1,34.2,16.8,6.6,25,AUSTIN,West
17031831500,3720,35.3,11.7,46.8,29.9,21,4.9,19,BELMONT CRAGIN,Northwest
17031831600,7451,35.5,8.7,41,27.6,14.6,7.8,18,MONTCLARE,Northwest
17031831700,2500,34.8,17.1,38.3,18.9,37.8,11.8,15,PORTAGE PARK,Northwest
17031831800,6194,34.6,16.5,21,17.2,45.9,5.8,13,NORTH PARK,Far North
17031831900,2913,29.5,5.6,9.2,3.8,85.5,1.4,6,LAKE VIEW,North
17031832000,1781,28.8,12.1,19.4,4.7,77.4,4,6,LAKE VIEW,North
17031832100,3533,29.8,11.4,15.6,9.2,71.4,3.9,6,LAKE VIEW,North
17031832200,3289,31.7,6.4,14.8,6.1,79,1.3,22,LOGAN SQUARE,North
17031832300,2001,30.9,7.2,8.5,10.4,75.4,1.7,22,LOGAN SQUARE,North
17031832400,3038,31.4,7.3,13.7,16.6,68.3,1.2,22,LOGAN SQUARE,North
17031832500,3551,31.6,9.2,23.4,8.6,76.6,7.5,7,LINCOLN PARK,North
17031832600,3780,30,6.4,11.9,2,91.2,0.7,7,LINCOLN PARK,North
17031832900,2322,26.2,36.1,42.8,7.9,88,9.6,28,NEAR WEST SIDE,West
17031833000,4138,33.4,12.3,20.1,4.7,82.4,6,28,NEAR WEST SIDE,West
17031833100,7250,35.5,11.6,23.1,6.6,76.6,2.5,28,NEAR WEST SIDE,West
17031833300,2699,23.9,43.1,40.1,10.3,75.3,8.4,28,NEAR WEST SIDE,West
17031833900,2530,30.6,33.9,22.5,35.5,8.1,17,46,SOUTH CHICAGO,Far Southeast
17031834000,2926,36.3,29.3,41.5,28.3,9.2,20.1,49,ROSELAND,Far Southeast
17031834200,4249,35.6,18,35.6,15.7,27.6,11.5,43,SOUTH SHORE,South
17031834300,6004,47,18.2,36.5,27.8,30.8,16.6,45,AVALON PARK,Far Southeast
17031834400,4390,34.4,25.8,37.5,13.1,33,12.7,42,WOODLAWN,South
17031834500,1376,24.9,35.5,39.4,36.1,14.6,23.2,40,WASHINGTON PARK,South
17031834600,1975,43.7,40.2,23,46.7,4.4,24.6,68,ENGLEWOOD,Southwest
17031834700,1426,32.1,52.3,40.5,29.7,7.1,21.1,68,ENGLEWOOD,Southwest
17031834800,1546,47.4,43.6,22.9,38,10.4,26.4,68,ENGLEWOOD,Southwest
17031834900,1615,46,50.3,28.5,40.7,9.3,25.6,67,WEST ENGLEWOOD,Southwest
17031835000,5622,31.8,32.8,34.2,47.9,5.3,26.8,66,CHICAGO LAWN,Southwest
17031835100,5505,34.1,21.2,26.8,37,6.1,12.7,63,GAGE PARK,Southwest
17031835200,2020,37.2,9.6,23.8,32.8,13.7,9.2,56,GARFIELD RIDGE,Southwest
17031835500,1479,54,38.1,34.5,30.1,11.2,20.5,37,FULLER PARK,South
17031835600,841,40,11.6,21.6,60.7,10,48.5,37,FULLER PARK,South
17031835700,416,15.9,11.1,39,35.5,27.2,84.9,38,GRAND BOULEVARD,South
17031835800,1858,26.4,42.6,42.4,13.4,45.2,19.2,38,GRAND BOULEVARD,South
17031835900,3190,36.9,43,25.9,25.1,20.5,24.1,38,GRAND BOULEVARD,South
17031836000,2785,33.4,29.4,29.9,17.5,32,13.4,38,GRAND BOULEVARD,South
17031836100,2039,27.1,41.1,28.9,35.3,15.5,18.8,40,WASHINGTON PARK,South
17031836200,1604,19.9,21.1,32.5,0,95,15.9,41,HYDE PARK,South
17031836300,1488,33.2,25.9,27.6,12,55,9.2,41,HYDE PARK,South
17031836400,3737,35.1,29.7,19.1,20.2,41.4,18.8,36,OAKLAND,South
17031836500,1610,31.8,24.7,20.6,30.9,23.9,20.2,36,OAKLAND,South
17031836600,2291,34.9,17.7,29.8,21.3,30.6,6.4,23,HUMBOLDT PARK,West
17031836700,2422,29.5,38.8,22.3,27.6,11.9,12.1,23,HUMBOLDT PARK,West
17031836800,2164,29.5,68.5,50.6,30.9,11.3,24.8,27,EAST GARFIELD PARK,West
17031836900,1251,25.6,40.7,46.9,42.5,18,16.6,27,EAST GARFIELD PARK,West
17031837000,1950,27.7,47.9,27.4,30.3,21.4,19.1,27,EAST GARFIELD PARK,West
17031837100,1596,39,24.2,42.5,14.9,29.2,16.6,27,EAST GARFIELD PARK,West
17031837300,2607,27.6,33.4,43.2,39.8,15.7,16.9,27,EAST GARFIELD PARK,West
17031837400,2460,34.9,43.3,31.4,33.2,16.4,23.7,27,EAST GARFIELD PARK,West
17031837800,2662,31.8,32.1,18.4,25.1,36.1,10.9,28,NEAR WEST SIDE,West
17031838000,2577,31.7,36.4,17.3,24,37.5,10.1,28,NEAR WEST SIDE,West
17031838100,1760,44.2,36.9,12.5,20.3,39.2,7.2,28,NEAR WEST SIDE,West
17031838200,1976,23,34.5,24.3,8.6,70.8,5.2,28,NEAR WEST SIDE,West
17031838300,1425,33.6,19.2,27.1,20.6,54.9,3.5,8,NEAR NORTH SIDE,Central
17031838600,1507,27.1,51.2,36.3,19.5,0.5,16.6,29,NORTH LAWNDALE,West
17031838700,4311,30.5,45.1,31.8,31.7,6.7,20.3,29,NORTH LAWNDALE,West
17031838800,3173,32.8,42.5,19.2,39.1,8.3,17.1,51,SOUTH DEERING,Far Southeast
17031839000,8789,32.7,16.7,17.8,2.5,75.5,3.9,32,LOOP,Central
17031839100,7352,30,11.4,18.1,7.7,75.9,5.5,32,LOOP,Central
17031839200,2452,44.7,22.8,15.5,13.5,49.3,5,35,DOUGLAS,South
17031839500,1510,48.2,32.5,21.1,11.7,49.7,5.2,35,DOUGLAS,South
17031839600,1367,50.7,13.3,49.6,24.4,41.1,8,35,DOUGLAS,South
17031839700,4510,35.2,20.6,25.1,21.2,43.6,6.1,60,BRIDGEPORT,South
17031839800,2831,34.7,17.5,19.9,18.2,39.7,3.2,60,BRIDGEPORT,South
17031839900,4419,36.5,14.8,18.5,20.9,40.6,6.5,60,BRIDGEPORT,South
17031840000,2881,36.4,13.9,18.5,26.2,38.9,7.5,60,BRIDGEPORT,South
17031840100,3176,41.5,15.4,21.5,32.9,28.6,11.1,60,BRIDGEPORT,South
17031840200,2488,39,13,24.4,24.3,29.5,7.3,60,BRIDGEPORT,South
17031840300,3872,36.2,21.9,34.2,32.7,19.5,8.1,59,MCKINLEY PARK,Southwest
17031840400,3135,40.6,21.8,29.7,23.8,30.8,9.7,59,MCKINLEY PARK,Southwest
17031840700,3697,30.8,34.5,23.9,17.3,16.2,11.4,30,SOUTH LAWNDALE,West
17031840800,3011,25.9,40,33.8,29.8,4.5,4.5,30,SOUTH LAWNDALE,West
17031841000,979,38,17.5,16.7,10.9,65.6,0.9,33,NEAR SOUTH SIDE,Central
17031841100,7072,47,31.2,17.3,26.5,24.1,7.6,34,ARMOUR SQUARE,South
17031841200,4839,30.6,19.1,16,23.8,32.9,5.1,31,LOWER WEST SIDE,West
17031841300,3960,35.6,21.1,21.7,20.3,27.4,6.9,31,LOWER WEST SIDE,West
17031841400,1135,35.5,31.8,42.5,35.5,10,12.4,29,NORTH LAWNDALE,West
17031841500,2847,28.2,35.9,44.1,31.4,13.7,15.8,29,NORTH LAWNDALE,West
17031841600,655,29.4,52.4,54.8,26.2,16.9,18.8,29,NORTH LAWNDALE,West
17031841700,1825,37.8,39.4,14.7,26.8,8.3,24.9,30,SOUTH LAWNDALE,West
17031841800,2435,34,26.4,29.1,27.8,16.1,23.9,69,GREATER GRAND CROSSING,South
17031841900,6540,23.5,18.2,8.1,9.9,71.9,12.9,28,NEAR WEST SIDE,West
17031842000,3134,23.5,20.8,64.7,27,39,4.5,35,DOUGLAS,South
17031842100,7489,26.1,27.2,28.6,30.8,15.5,11.8,23,HUMBOLDT PARK,West
17031842200,3154,34.9,9,8.1,14,68.9,1.9,8,NEAR NORTH SIDE,Central
17031842300,3358,33.6,5.6,8.5,3.6,75.3,4.7,24,WEST TOWN,West
17031842400,3115,44.3,27.4,52.8,21.6,25.7,21.7,44,CHATHAM,Far Southeast
17031842500,1973,21.6,63.4,20.1,37.8,9.1,40.9,69,GREATER GRAND CROSSING,South
17031842600,4125,36.8,11.8,16.4,37.6,19.3,9.9,61,NEW CITY,Southwest
17031842800,7035,28.2,39.5,43.1,40.1,8.6,8.2,58,BRIGHTON PARK,Southwest
17031842900,2479,31.5,43.6,25.9,26.2,12.6,12,28,NEAR WEST SIDE,West
17031843000,2533,25.9,42.5,30.3,30,9.9,8.6,29,NORTH LAWNDALE,West
17031843100,1692,30.4,48.2,51.5,35.6,14.5,9.6,29,NORTH LAWNDALE,West
17031843200,2357,32.5,24.4,20.2,16.2,31.6,5,31,LOWER WEST SIDE,West
17031843300,1972,32.9,44.8,30.2,29.3,18.1,18.7,29,NORTH LAWNDALE,West
17031843400,1195,41.4,31.1,41.7,34.9,7.4,11.2,29,NORTH LAWNDALE,West
17031843500,10317,29.5,34.3,5.9,36.4,3.2,1.7,30,SOUTH LAWNDALE,West
17031843600,2918,33.6,22.5,34,17.1,42.7,20.6,38,GRAND BOULEVARD,South
17031843700,2617,35.1,3.7,12.5,12.3,56.5,3.7,5,NORTH CENTER,North
17031843800,1482,39.1,23,30.3,42.1,11.4,21.6,61,NEW CITY,Southwest
17031843900,3521,46,28.4,29.2,21.9,38.2,8.6,42,WOODLAWN,South
17031980000,1,0.1,0.1,0.1,0.1,0.1,0.1,76,OHARE,Far North
17031980100,1,0.1,0.1,0.1,0.1,0.1,0.1,56,GARFIELD RIDGE,Southwest
17043840000,2920,34.1,14.1,14.8,33,17,10.5,76,OHARE,Far North